user_input,columns
slow requests,"duration_ms,rpc.method,ip,service.version,rpc.service,name,service.name,rpc.user_agent,rpc.system,type,span.kind,db.name,library.version,db.statement,status_code,library.name,rpc.grpc.status_code,net.peer.port,span.num_links,trace.trace_id,trace.span_id,net.peer.ip,meta.signal_type,span.num_events,telemetry.instrumentation_library,trace.parent_id,k8s.namespace.name,k8s.pod.start_time,k8s.node.name,k8s.pod.name,k8s.pod.ip,k8s.deployment.name,k8s.pod.uid,http.route"
what are my errors?,"error,is_error,error_type,exception.message,exception.type,os.type,exception.stacktrace,trace_missing_root,host.name,name,http.url,host.arch,code.namespace,type,duration_ms,http.route,4xx_rate,service.name,http.method,os.description,status_code,library.name,process.pid,net.transport,request_type,http.host,5xx_rate,messaging.system,thread.id,process.command_line,2xx_rate,http.target,thread.name,meta.refinery.reason,library.version,sql_verb,content_size,container.id,parent_name,code.function,span.kind,http.flavor,net.peer.name,http.scheme,process.runtime.name,http.user_agent,net.peer.port,process.runtime.version,http.status_code,telemetry.sdk.language,trace.parent_id"
what are my errors?,"name,type,duration_ms,service.name,status_code,library.name,application,library.version,span.kind,telemetry.sdk.language,span.num_events,trace.trace_id,telemetry.instrumentation_library,trace.span_id,span.num_links,meta.signal_type,telemetry.sdk.name,telemetry.sdk.version,http.route,trace.parent_id"
show me spans where the attribute is created_new_tutorial,"server.created_new_tutorial,trace.span_id,span.kind,span.num_links,parent_name,http.target,trace.parent_id,key.Guid,trace.trace_id,query.propertyName,span.num_events,exception.stacktrace,server.allocating_for_launch,user_username,user_id,telemetry.instrumentation_library,honeycomb.distro.language,model.type,instance_manager.id,name,user.is_developer,aws.table_name,user.id,api-route,duration,http.route,exception.message,server.joined,duration_ms,error,library.name,net.transport,http.url,user.username,service.instance.id,query.propertyValue,host-url,db.name,instance_manager.name,meta.annotation_type,exception.type,lowLevelUpdate.tableName,server.online_during_join,os.description,db.user,library.version,server.target_environment,db.system,server.launch_region,os.type,db.statement,service.name,http.status_code"
average latencies sorted from high to low,"duration_ms,net.transport,net.host.port,net.host.ip,net.peer.port,exception.stacktrace,tls.protocol,span.kind,process.pid,tls.alpnProtocol,error,user_id,message,http.target,name,http.flavor,net.host.name,telemetry.instrumentation_library,library.version,http.url,trace.trace_id,span.num_events,net.peer.name,telemetry.sdk.language,service.name,trace.span_id,http.host,net.peer.ip,http.response_content_length,span.num_links,library.name,meta.signal_type,tls.cipher.version,type,http.route,status_code,tls.authorized,http.user_agent,tls.certificate.validTo,tls.cipher.name,http.request_content_length_uncompressed,http.method,telemetry.sdk.version,process.owner,exception.type,tls.certificate.serialNumber,tls.certificate.validFrom,tls.certificate.fingerprint,telemetry.sdk.name,parent_name,trace.parent_id,exception.message,http.status_code"
what are my errors?,"error,validation.request.body.errors,exception.message,exception.info,http.error_message,http.error_name,exception_reason,exception.type,faas.id,exception.stacktrace,name,http.url,numberOfRecommendedSlots,ssp_exception_message,faas.coldstart,derived.http_error_message,recaptcha.success,recaptcha.pass,attribution.initiative,user_id,email.activity.attempt,type,duration_ms,exception.escaped,anonymous_id,http.route,service.name,faas.name,http.method,sensor_id,status_code,vehicle.state,library.name,service.namespace,vehicle.make,coupon.code,blackberry.total,net.transport,existing_quote_safe_guard.result,flow.type,http.host,attachment.document,quoteId,messaging.system,cloud.platform,fbi.s3.key,blackberry.outcome,s3.key,dynaglue.collection,http.target,parent_name,http.status_code,trace.parent_id"
show me otelcol queue capacity,"otelcol_exporter_queue_capacity,otelcol_exporter_queue_size,otelcol_processor_batch_batch_send_size.min,otelcol_processor_batch_batch_send_size.p001,otelcol_processor_batch_batch_send_size.max,otelcol_processor_batch_batch_send_size.p999,otelcol_processor_batch_batch_send_size.p01,otelcol_processor_batch_batch_send_size.avg,otelcol_processor_batch_batch_send_size.p10,otelcol_processor_batch_batch_send_size.count,otelcol_processor_batch_batch_send_size.p25,otelcol_process_uptime,otelcol_processor_batch_batch_send_size.p99,otelcol_processor_batch_batch_send_size.p50,otelcol_processor_batch_batch_send_size.p75,otelcol_processor_batch_batch_send_size.p05,otelcol_process_runtime_heap_alloc_bytes,otelcol_processor_batch_batch_send_size.p95,otelcol_processor_batch_batch_send_size.p90,otelcol_process_memory_rss,otelcol_processor_batch_batch_send_size.sum,otelcol_process_runtime_total_alloc_bytes,otelcol_process_runtime_total_sys_memory_bytes,otelcol_process_cpu_seconds,otelcol_receiver_accepted_metric_points,otelcol_exporter_send_failed_requests,otelcol_receiver_refused_metric_points,otelcol_processor_batch_timeout_trigger_send,otelcol_receiver_accepted_spans,otelcol_exporter_sent_metric_points,otelcol_receiver_refused_spans,otelcol_exporter_sent_spans,otelcol_exporter_send_failed_spans,workflow_process.max_attemppts,net.transport,up,rpc.system,span.num_events,telemetry.sdk.language,telemetry.sdk.version,process.pid,telemetry.sdk.name,error,net.host.port,net.peer.port,process.owner,span.num_links,rpc.service,receiver,transport,parent_name,duration_ms,http.status_code,name,service_name,exception.message,http.route,trace.parent_id,db.statement"
show me the average cpu of my pods,"k8s.statefulset.current_pods,k8s.container.cpu_request,k8s.pod.uid,k8s.container.cpu_limit,k8s.statefulset.ready_pods,k8s.pod.phase,k8s.pod.name,k8s.statefulset.updated_pods,k8s.statefulset.desired_pods,processor,k8s.hpa.current_replicas,otelcol_process_cpu_seconds,otelcol_processor_batch_batch_send_size.avg,k8s.node.uid,otelcol_otelsvc_k8s_pod_table_size,k8s.container.memory_request,k8s.hpa.uid,k8s.hpa.desired_replicas,k8s.resource_quota.used,k8s.node.name,k8s.statefulset.uid,k8s.container.name,k8s.replicaset.desired,k8s.namespace.uid,k8s.deployment.desired,k8s.container.ready,net.host.port,peer.service,container.id,k8s.replicaset.uid,otelcol_otelsvc_k8s_pod_added,k8s.hpa.min_replicas,k8s.daemonset.uid,k8s.hpa.max_replicas,otelcol_processor_batch_batch_send_size.p001,otelcol_process_runtime_total_alloc_bytes,otelcol_processor_batch_batch_send_size.p50,k8s.container.restarts,up,otelcol_processor_batch_batch_send_size.p05,otelcol_otelsvc_k8s_pod_updated,otelcol_processor_batch_batch_send_size.p90,k8s.deployment.available,net.host.name,k8s.resourcequota.uid,k8s.replicaset.available,k8s.container.memory_limit,net.peer.name,otelcol_process_runtime_total_sys_memory_bytes,k8s.daemonset.current_scheduled_nodes,k8s.deployment.name,k8s.namespace.name,,kind,duration_ms,http.route,http.status_code,service_name,namespace,error,trace.parent_id,name"
slow requests broken down by service name,"service.name,checkout-latency-sli,rpc.service,duration_ms,rpc.method,db.name,name,duration_MS,library.name,k8s.namespace.name,req_flow.checkout,dc.k8s_deployment_metrics,rpc.system,message.type,span.kind,discount,itemCount,rpc.grpc.status_code,k8s.node.name,app.cache_size,error,ip,trace.trace_id,telemetry.instrumentation_library,status_code,message.uncompressed_size,db.statement,app.request_id,parent_name,span.num_links,library.version,k8s.deployment.name,trace.span_id,dc.success_percent,dc.error_percent,k8s.pod.name,currency,type,meta.signal_type,net.peer.port,span.num_events,k8s.pod.start_time,status_message,meta.annotation_type,net.peer.ip,dc.pct_error,trace.parent_id,chargeTotal,check_trace_parent,message.id,http.route"
payments/ignoredUserHash/transactions,"payment.provider,payment.amount,payment.currency,payment.payment_method,user.currency,payment.challenge_id,sentry-transaction,payment.campaign_id,payment.isGift,payment.failed_reason,payment.subscription_id,db.user,user.user_id,user.country,payment.subscription_provider_id,tls.authorized,user.uuid,payment.event_type,payment.provider_error_code,exception.stacktrace,user.locale,status.phase,rpc.method,label.controller-revision-hash,sentry-trace_id,sentry-public_key,label.pod-template-hash,db.operation,social.social_account_provider,http.method,http.user_agent,metrics.filesystem.usage,rpc.system,http.target,process.owner,status_message,db.system,threadid,db.name,net.transport,action,client.timezone,achievements.unlocked_achievements_ids,db.statement,metrics.source,http.url,status.message,achievements.unlock_action,tls.alpnProtocol,error,http.status_code,service_name,http.route,trace.parent_id,duration_ms,name,exception.message,parent_name"
slow requests,"very_slow_request,slow mysql,slow_mproxy,slow_kproxy_publish,slow_capture,very_slow_kproxy_publish,slow_gateway_selection_route,duration_ms,negative_time,response_size,runtime,async_request_id,http.url,http.method,net.transport,error,http.target,host,user.retries,scheduled_within_1s,cached_version,rpc.method,http.route,scheduled_within_10s,request.Range,time_ms_mainland_queueing,keys,user.bulk,livemode,service.version,request.Key,rpc.service,request.Prefix,user.offset,user.limit,scheduled_within_5s,db_sampled,key,meta.ingestion_latency,scope,user.time,requested_priority_tier,time_ms_apiori_far,db.operation,RpcClient duration_ms,request.Name,request.Bucket,host.id,parallel_count,host.type,db.statement,service_name,user.http_path,exception.message,trace.parent_id,http.status_code,name,parent_name"
show me 503 errors,"error,http.route,trace.parent_id,duration_ms,name,service.name,exception.message,parent_name,http.status_code"
what are my errors?,"message,exception,ip,thread,logger,context,instanceId,titleId,level,studioId,shardId,service.name,exception.message,parent_name,trace.parent_id,duration_ms,http.route,error,name,http.status_code,db.statement"
add 4 hours,"dc.platform-time,duration_ms,ip,error,log10_duration_ms,app.cart_total,name,apdex,k8s.pod.start_time,sli.latency,net.host.ip,req_flow.checkout,bucket_duration_ms,http.flavor,message.type,net.transport,net.host.port,http.host,ingest_timestamp,type,library.version,dc.error,span.kind,http.route,library.name,product_availability,service.name,message.id,http.target,http.method,num_products,net.host.name,rpc.system,status_message,http.request_content_length,net.peer.port,trace.trace_id,rpc.service,span.num_events,app.user_id,parent_name,rpc.method,status_code,message.uncompressed_size,check_trace_parent,app.request_id,trace.span_id,span.num_links,telemetry.instrumentation_library,sli_product,trace.parent_id,http.status_code"
show me the api response times for the conversations api where app_package_code = jira-for-intercom-4g7a,"messenger_web_api_sli_top_100_apps,app_id_not_intercom,messenger_web_api_no_intercom_sli,app_package_code,app_framework.app_package_code,intercom_app_stage,high_volume_webhooks.app_package_code,messenger.conversation_end_user_missing_replies_last_new_comment_received_at_seconds_ago,conversations_index_action,log_conversation_assignment_time,messenger.conversation_end_user_missing_replies_time_diff_seconds,ab-test.historic-conversations-2023-11-07,messenger.conversation_end_user_missing_replies_last_message_received_at_seconds_ago,conversations_list.total,filter_conversations,participating_conversations,messenger_api,conversations_list.returned,conversations_list.params.count,app_id_code,messenger_metrics_api_sli,conversation_ids,api_key_auth_token_app_id,api_key_auth_app_id,conversations_list.redacted,filter_conversations_by_device_identifier_filtered_conversation_count,conversation_most_recent_activity_timestamp,ab-test.smart-replies-v2-tone-2023-10-11,has_complained_about_inbox_performance,intercom_release,at_least_one_filtered_conversation_by_device_identifierr,messenger_conversations_sli,filter_conversations_by_device_identifier_conversation_count,app_framework.inbox_app_id,group_conversation,avg_company_fetch_duration_ms,framework_app_code,api_request_start_to_first_token_ms,linked_conversations,conversations_list_params_count_int,lba_conversations_waiting_in_inbox,answerbot.request_timeout,days_between_conversation_read_and_last_activity,is_intercom,messenger_web_api_sli,api_version,answerbot.endpoint,elasticsearch.rate_limit.app_usage,conversations_list.params.state,lba_dropped_conversations,duration_ms,controller_action,http.status_code,db.statement,service_name,is_shared_service,transaction_type,exception.message,parent_name,schema_cache_path,app_stage,path,trace.parent_id,error.msg,is_error,error.type,resource,is_root"
slow requests,"request_size,system.cpu.time.wait,duration_ms,http.client.duration.min,http.client.duration.p90,http.client.duration.p001,queueSize,cpu,http.client.duration.p05,response_size,http.client.duration.avg,sli_unattainable,http.client.duration.p75,http.client.duration.p999,http.client.duration.p01,canceled,http.client.duration.p50,sli_service_latencies,http.client.duration.p25,deprecatedSource,up,status.restart,dropped,http.url,http.method,net.transport,http.client.duration.p95,guid:x-request-id,http.client.duration.max,db.url,idle_time_microseconds,system.cpu.time.idle,metrics.uptime,http.client.duration.p10,error,http.target,http.client.duration.sum,severity,response_flags,http.client.duration.p99,metrics.source,metrics.network.bytes.send,scraper,kafka.consumer.request_size_avg,flags,receiver,metrics.network.bytes.receive,http.route,query_time_microseconds,deprecatedCount,status,kind,namespace,message,exception.message,parent_name,db.statement,service_name,elb_status_code,reason,trace.parent_id,http.status_code,name,request,elb"
show me the top 10 of this current query.,"app.query,app.topic,http.client.duration.p10,http.server.duration.p10,job-name,db.user,request,db.name,target,rollme,app.username,name,db.statement,app.real_topic,db.operation,db.system,app.USC,relist,app.userName,db.sql.table,error,target_list,client,app.num_documents,sql_target_table,app.last execution(ms),dropped,zone,target_status_code_list,istio,area,app.name,app.Source :,OperationName,queueSize,custom.event_name,sql_verb,app.consumer_topic,parent_name,node_id,pool,thread.id,express.name,custom.page_id,http.client.duration.p90,http.server.duration.p99,host.name,thread.name,app.avg exec time(ms),request_type,meta.refinery.original_sample_rate,service.name,elb_status_code,http.route,elb,duration_ms,trace.parent_id,http.status_code,service_name,exception.message"
what are my errors?,"errors,Errors,error,errorMessage,partialErrors,ErrorMessage,error_message,response_errors,EDY_400_ERRORS,ERROR,INTRADAY_ERRORS,CDX Errors,IIP Errors,Error Message:,ErrorMessage5,FMF_4XX_Errors,GL0 No 400 Errors,FileNet_580_errors,error.type,INTERDAY_ERRORS,GM0 No 400 Errors,errorDAN,http.dns.error,request_number_of_errors,ErrorMessage2,ErrorMessage1,rol.error1,ErrorMessage3,errorType,mnt.error,ErrorMessage0,meta.error,es2_known_error,hasError,ErrorMessage4,AMY_HTTP_500_Errors,Error Rate,ErrorCode,axe.partial.error,PA0 Error Rate ,ii8.errorMessage: Redirecting Error,trw 408 errors,ag2_error_rate% ,rol.error,ErrorCode1,IF1.errorsList,hasServiceErrors,ExceptionDetails,error.path,trw webserver errors,service.name,namespace,reason,parent_name,exception.type,http.status_code,db.statement,message,http.route,service.appprefix,correlationCallChain,web_path,status,kind,exception.message,trace.parent_id,duration_ms,http.target,name,InternalorExternal"
duration_ms > 30sec,"duration_ms,db.total_duration,db.duration,rollup.db.total_duration,request.secure,db.query,db.rows_affected,request.xhr,app.response,response.status_code,request.content_length,app.status_code,name,service_name,request.method,db.call_count,meta.span_type,type,service.name,db.last_insert_id,trace.trace_id,trace.span_id,request.scheme,request.query,meta.beeline_version,app.request_data,app.request_method,request.user_agent,db.query_args,rollup.db.call_count,trace.parent_id,meta.local_hostname,request.host,request.path,request.route,django.view_func,app.request_path,request.remote_addr,http.route"
anything that has the word performance,"success,error,name,span.kind,processorType,dropped,type,library.name,exception.type,duration_ms,service.name,exception.stacktrace,queueSize,telemetry.sdk.language,otlp.exporter.exported,exception.message,span.num_events,parent_name,processedSpans,status_code,teamcity.build.number,taskexecutor.active.count,taskexecutor.pool.size,retry.count,teamcity.build.id,telemetry.sdk.name,taskexecutor.queued.count,teamcity.build.type.id,meta.annotation_type,max.retries,otlp.exporter.seen,meta.signal_type,trace.trace_id,span.num_links,telemetry.sdk.version,trace.link.trace_id,reportportal.launch.uuid,trace.span_id,trace.parent_id,trace.link.span_id,http.route"
😢,"ip,error,currency,name,discount,message.type,span.kind,type,db.name,service.name,library.name,parent_name,message.id,status_message,duration_ms,itemCount,app.user_id,rpc.method,rpc.system,rpc.service,library.version,req_flow.checkout,duration_MS,status_code,chargeTotal,app.request_id,app.order_id,trace.span_id,db.statement,trace.parent_id,checkout-latency-sli,span.num_events,k8s.namespace.name,meta.annotation_type,trace.trace_id,dc.success_percent,span.num_links,net.peer.port,k8s.node.name,telemetry.instrumentation_library,app.cache_size,dc.pct_error,rpc.grpc.status_code,check_trace_parent,dc.k8s_deployment_metrics,app.build_id,meta.signal_type,k8s.pod.name,dc.error_percent,net.peer.ip,http.route"
show me traces that are 😢,"trace.trace_id,check_trace_parent,trace.parent_id,trace.span_id,message.type,error,name,ip,checkout-latency-sli,span.kind,message.id,db.name,parent_name,currency,type,duration_ms,chargeTotal,discount,span.num_events,span.num_links,telemetry.instrumentation_library,library.name,req_flow.checkout,service.name,itemCount,rpc.service,rpc.method,db.statement,duration_MS,dc.k8s_deployment_metrics,dc.pct_error,app.request_id,rpc.system,status_message,dc.success_percent,app.order_id,meta.signal_type,k8s.namespace.name,app.user_id,status_code,dc.error_percent,app.cache_size,message.uncompressed_size,meta.annotation_type,library.version,rpc.grpc.status_code,net.peer.port,k8s.node.name,net.peer.ip,app.build_id,http.route"
"filter body for the word ""Layer""","body,flags,logtag,component,pod-template-hash,pod-template-generation,pod,app,k8s-app,chart,time,job.runner.gitlab.com/url,app.kubernetes.io/component,app.kubernetes.io/name,checksum/config,job.runner.gitlab.com/ref,job.runner.gitlab.com/name,job.runner.gitlab.com/before_sha,log.iostream,checksum/secrets,release,severity,controller-revision-hash,job.runner.gitlab.com/sha,app.kubernetes.io/instance,log.file.path,project.runner.gitlab.com/id,heritage,job.runner.gitlab.com/id,app.kubernetes.io/managed-by,statefulset.kubernetes.io/pod-name,k8s.container.name,meta.signal_type,checksum/settings,k8s.statefulset.name,checksum/configmap,k8s.namespace.name,checksum/init-config,k8s.node.name,app.kubernetes.io/version,k8s.daemonset.name,k8s.pod.name,k8s.deployment.name,severity_code,k8s.pod.uid,k8s.pod.start_time,kubectl.kubernetes.io/restartedAt,k8s.container.restart_count,duration_ms,service_name,http.route,name,trace.parent_id"
what are my errors?,"error,gin.errors,exception.message,http.error_message,http.error_name,exception.type,os.type,exception.stacktrace,express.name,host.name,name,http.url,host.id,db.user,express.type,os.version,host.arch,type,duration_ms,db.name,http.route,tls.authorized,service.name,http.method,db.system,status_code,library.name,process.pid,net.transport,http.host,messaging.system,is_third_degree,container.name,process.command_args,process.command_line,http.target,peer[3].ipv4,process.owner,db.statement,peer[9].ipv4,library.version,status_message,peer.ipv4,net.host.ip,net.host.name,cloud.provider,container.id,peer[5].ipv4,peer[11].ipv4,parent_name,http.status_code,trace.parent_id"
what are my errors?,"error,exception.message,http.error_message,http.error_name,exception.type,exception.stacktrace,name,http.url,db.user,type,duration_ms,db.name,tls.authorized,service.name,http.method,db.system,status_code,db.operation,library.name,process.pid,net.transport,http.host,process.command_args,http.target,process.owner,db.statement,library.version,status_message,peer.ipv4,net.host.ip,net.host.name,parent_name,net.host.port,process.command,db.connection_string,span.kind,http.flavor,net.peer.name,http.scheme,db.sql.table,process.runtime.name,tls.protocol,http.user_agent,net.peer.port,knex.version,process.runtime.version,http.status_code,telemetry.sdk.language,trace.parent_id,process.runtime.description,http.route"
"the minimum value for system.memory.usage.available over the whole range, along with the time it occured at","system.memory.usage.available,system.memory.usage.used,system.memory.utilization,system.cpu.time.system,system.cpu.utilization,system.cpu.time.user,otelcol_process_runtime_total_sys_memory_bytes,system.cpu.time.idle,system.cpu.time.iowait,duration_min,system.cpu.time.steal,system.disk.io_time.loop0,system.disk.io_time.nvme0n1p2,system.disk.io_time.nvme0n1,system.disk.io_time.nvme0n1p128,system.disk.io_time.nvme0n1p127,system.disk.io_time.nvme0n1p1,system.disk.io_time.loop2,system.disk.io_time.loop5,duration_ms,system.disk.io_time.nvme0n1p3,up,system.disk.io_time.nvme0n1p4,system.disk.io_time.nvme0n1p14,system.disk.io_time.nvme1n1p14,system.disk.io_time.loop1,system.disk.io_time.loop7,system.disk.io_time.nvme1n1p15,system.disk.io_time.nvme1n1p2,otelcol_process_runtime_heap_alloc_bytes,system.disk.io_time.loop11,system.disk.io_time.loop15,system.disk.io_time.nvme1n1p3,system.disk.io_time.nvme2n1,system.disk.io_time.loop8,system.disk.io_time.nvme0n1p15,otelcol_process_runtime_total_alloc_bytes,system.disk.io_time.nvme1n1p1,system.disk.io_time.loop10,exception.stacktrace,system.disk.io_time.loop12,system.disk.io_time.loop6,system.disk.io_time.loop9,system.disk.io_time.loop16,db.system,system.disk.io_time.nvme1n1,system.disk.io_time.loop4,system.disk.io_time.loop13,evergreen.host_allocator.queue_ratio,system.disk.io_time.loop14,system.network.io.transmit,system.network.io.receive,evergreen.task.id,db.statement,db.operation,http.route,trace.parent_id,error,http.status_code,db.name,parent_name,name,service_name,exception.message,db.mongodb.collection"
latency distribution by status code,"status_code,http.status_code,duration_ms,process.pid,meta.signal_type,error,library.version,http.request_content_length,net.peer.port,http.method,trace.trace_id,vcs.time,http.scheme,vcs.revision,db.system,span.kind,net.host.port,trace.span_id,http.route,db.operation,meta.span_count,telemetry.instrumentation_library,net.sock.peer.port,db.statement,http.flavor,http.url,process.runtime.version,service.name,meta.refinery.send_reason,service.instance.id,meta.refinery.original_sample_rate,vcs.modified,net.peer.name,span.num_events,http.request.id,net.sock.peer.addr,http.user_agent,object.key,type,vcs,library.name,span.num_links,meta.refinery.reason,trace.parent_id,cloud.region,net.host.name,name,http.client_ip,object.region,host.name"
what are my errors?,"error,exception.message,exception.type,os.type,exception.stacktrace,request_size,response_flags,host.name,name,http.url,db.user,zone,env,host.arch,response_size,code.namespace,type,duration_ms,db.name,http.route,service.name,version,http.method,os.description,db.system,status_code,db.operation,library.name,process.pid,node_id,net.transport,app.execution-time,app.query.type,messaging.system,user_agent,process.command_args,auth_id,thread.id,guid:x-request-id,component,http.target,thread.name,channel,db.statement,library.version,http.protocol,net.host.name,peer.address,container.id,app.query.channel,parent_name,trace.parent_id,http.status_code"
name containing donner-1,"name,identifier,parent_name,os.name,host.name,library.name,methode.name,process.owner,os.description,error,span.kind,client.uuid,host.arch,service.name,process.runtime.name,os.version,os.type,trace.parent_id,process.pid,type,telemetry.sdk.name,request,service.version,trace.span_id,library.version,status_code,trace.trace_id,span.num_events,duration_ms,telemetry.sdk.language,span.num_links,telemetry.instrumentation_library,process.runtime.version,process.executable.path,response.status_code,meta.signal_type,meta.annotation_type,telemetry.sdk.version,query,http.route"
slow requests,"http.request_latency_seconds.p95,http.request_latency_seconds.p75,http.request_latency_seconds.p90,http.request_latency_seconds.avg,http.client.duration.min,http.client.duration.p90,http.client.duration.p001,http.request_latency_seconds.p99,http.client.duration.p05,http.server.duration.min,http.server.duration.p05,http.client.duration.avg,http.request_size_bytes.avg,http.client.duration.p75,http.request_size_bytes.p90,http.client.duration.p999,http.server.duration.avg,http.client.duration.p01,http.request_size_bytes.p75,http.client.duration.p50,http.client.duration.p25,http.server.duration.p75,up,http.server.duration.p001,http.server.duration.p95,http.server.duration.p01,http.method,http.client.duration.p95,http.client.duration.max,http.request_count,http.request_latency_seconds.sum,http.client.duration.p10,error,http.request_latency_seconds.count,http.response_size_bytes.p90,http.request_size_bytes.p99,http.request_size_bytes.p95,http.request_latency_seconds.p50,http.server.duration.p10,http.server.duration.p999,http.client.duration.sum,http.client.duration.p99,http.server.duration.p25,http.server.duration.p99,endpoint,http.route,http.server.duration.p50,http.request_size_bytes.p50,http.server.duration.max,service.version,trace.parent_id,duration_ms,name,service_name"
memory usage in graphql,"graphql.schema.name,graphql.error.message,graphql.selection.type,graphql.selection.name,graphql.errors.count,graphql.selection.hierarchy,graphql.operation,graphql.http.request.query.hash,hudl.graphql.builder.type,graphql.selection.path,graphql.error.code,graphql.selection.field.name,graphql.operation.id,graphql.operation.name,graphql.http.request.query.id,graphql.operation.kind,graphql.schema.isDefault,graphql.document.id,graphql.http.kind,graphql.selection.field.declaringType,graphql.http.request.type,graphql.selection.field.isDeprecated,graphql.http.request.operation,graphql.document.valid,graphql.selection.field.coordinate,bifrost.client.request.size_bytes,exception.stacktrace,duration_ms,library.name,service.namespace,container.name,trace.trace_id,route.slug.value,trace.span_id,rpc.method,meta.stressed,SubscriptionConnectionId,rpc.system,error,meta.annotation_type,library.version,aws.ecs.task.family,meta.refinery.reason,trace.parent_id,bifrost.client.request.service.namespace,cloud.account.id,bifrost.server.request.service.namespace,hudl.bifrost.slow_response,bifrost.client.request.timeout,http.target,db.statement,name,service.name,http.status_code,exception.message,parent_name,hudl.is_error,http.route"
latency distribution by status code,"app.response_code,duration_ms,app.response_content_encoding,app.response_content_type,http.method,app.userpid,app.conf,trace.span_id,http.query,app.absid,app.error,http.url,ip_address,app.user,app.account,app.url.id,app.name,http.route,trace.parent_id,service_name,name"
slow requests,"duration_ms,net.transport,db.operation,name,service.name,db.system,db.user,type,span.kind,db.name,library.version,db.statement,status_code,process.command,library.name,rake.task,net.peer.port,process.pid,span.num_links,net.peer.name,trace.trace_id,trace.span_id,process.runtime.version,net.peer.ip,meta.signal_type,span.num_events,process.runtime.description,telemetry.instrumentation_library,telemetry.sdk.language,process.runtime.name,trace.parent_id,telemetry.sdk.version,telemetry.sdk.name,http.route,service_name"
What's the average response time for calls with a controller action of Api::V3::ConversationsController#reply,"conversations_index_action,messenger.conversation_end_user_missing_replies_time_diff_seconds,answerbot.request_timeout,conversations_list.params.count,messenger.conversation_end_user_missing_replies_last_message_received_at_seconds_ago,messenger.conversation_end_user_missing_replies_last_new_comment_received_at_seconds_ago,conversation_count,conversations_list.returned,conversations_list.total,messenger.conversation_end_user_missing_replies,log_conversation_assignment_time,conversation_id,rails.route.controller,Inbox 2: Send reply,rails.route.action,Inbox 2: Snooze conversation,gpt_gen_get_reply_duration,conversations_list_params_count_int,conversation_most_recent_activity_timestamp,controller_action,conversations_list.params.state,linked_conversations,lba_conversations_waiting_in_inbox,days_between_conversation_read_and_last_activity,participating_conversations,app_framework.api_version,group_conversation,workflow_connector.action_response.status,conversations_list.params.inbox_id,conversations_list.redacted,workflow_connector.action_response.success,conversation_parts_created,Inbox 2: Assign conversation,notification_link_conversation_id,answerbot.error_rate,time_from_get_reply_to_answer_streamer_start_ms,notification_link_conversation_id_exists,is_end_user_missing_replies,gpt_gen_get_reply_duration_percent,conversations_list.params.request_reason,active_record.instantiation.duration_ms,workflow_connector.action_response.return_code,ab-test.smart-replies-v2-tone-2023-10-11,Inbox 2: Conversations for user SLI,conversations_list.missing_ids_count,answerbot.endpoint,workflow_connector.conversation_id,messenger_api,filter_conversations,Inbox 2: Close conversation,time,is_v3_request,is_root,exception.message,parent_name,error.msg,path,http.status_code,db.statement,service_name,is_shared_service,transaction_type,schema_cache_path,error.type,trace.parent_id,resource,is_error,duration_ms,app_stage"
what are my slowest users?,"sli.latency,app.user_id,http.user_agent,ip,duration_ms,net.transport,dc.platform-time,apdex,error,message.type,dc.error,sli_product,rpc.system,num_products,http.target,name,req_flow.checkout,service.name,log10_duration_ms,app.cart_total,dc.success_percent,http.request_content_length,library.version,dc.error_percent,rpc.service,net.host.name,http.host,http.method,net.host.ip,http.flavor,bucket_duration_ms,rpc.method,type,http.route,revenue_at_risk,net.host.port,message.id,message.uncompressed_size,net.peer.ip,library.name,app.request_id,net.peer.port,http.scheme,dc.pct_error,status_message,span.kind,parent_name,ingest_timestamp,status_code,product_availability,trace.parent_id,http.status_code"
add user id,"app.user_id,app.request_id,message.id,trace.parent_id,k8s.pod.uid,trace.span_id,app.build_id,http.user_agent,trace.trace_id,parent_name,name,error,ip,num_products,app.cart_total,dc.error,req_flow.checkout,ingest_timestamp,message.type,service.name,status_code,rpc.system,status_message,net.host.port,net.host.ip,net.transport,rpc.method,apdex,net.host.name,rpc.service,library.version,http.host,library.name,net.peer.port,dc.platform-time,duration_ms,http.target,sli_product,net.peer.ip,http.route,check_trace_parent,type,product_availability,span.kind,http.client_ip,http.method,http.flavor,meta.annotation_type,bucket_duration_ms,span.num_links,http.status_code"
